"U_X","U_Y","EpsiXX","EpsiYY","EpsiXY","SigmaXX","SigmaYY","SigmaXY","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.014595,-1.7512e-08,7.8396e-05,-2.0667e-05,1.8213e-11,12.496,0.49178,6.6975e-07,1,203,203,0,0
0.014674,-1.7507e-08,7.8416e-05,-2.0716e-05,-2.5838e-11,12.497,0.48439,-7.5246e-07,1,204,204,0,0
0.014752,-1.7501e-08,7.8437e-05,-2.0764e-05,-6.9889e-11,12.498,0.47701,-2.1747e-06,1,205,205,0,0
0.014831,-1.7496e-08,7.8458e-05,-2.0813e-05,-1.1394e-10,12.499,0.46962,-3.5969e-06,1,206,206,0,0
0.014909,-1.7491e-08,7.8478e-05,-2.0862e-05,-1.5799e-10,12.5,0.46223,-5.0191e-06,1,207,207,0,0
0.014988,-1.7486e-08,7.8499e-05,-2.0911e-05,-2.0204e-10,12.501,0.45485,-6.4413e-06,1,208,208,0,0
0.015066,-1.748e-08,7.8519e-05,-2.096e-05,-2.4609e-10,12.502,0.44746,-7.8635e-06,1,209,209,0,0
0.015144,-1.7475e-08,7.854e-05,-2.1009e-05,-2.9014e-10,12.503,0.44007,-9.2857e-06,1,210,210,0,0
0.015223,-1.7211e-08,7.8557e-05,-2.1053e-05,-2.9537e-10,12.504,0.43338,-9.4539e-06,1,211,211,0,0
0.015302,-1.6947e-08,7.8574e-05,-2.1096e-05,-3.0059e-10,12.505,0.4267,-9.6221e-06,1,212,212,0,0
0.01538,-1.6683e-08,7.8591e-05,-2.114e-05,-3.0582e-10,12.505,0.42001,-9.7903e-06,1,213,213,0,0
0.015459,-1.6419e-08,7.8609e-05,-2.1184e-05,-3.1104e-10,12.506,0.41332,-9.9585e-06,1,214,214,0,0
0.015538,-1.6155e-08,7.8626e-05,-2.1228e-05,-3.1627e-10,12.507,0.40664,-1.0127e-05,1,215,215,0,0
0.015616,-1.5891e-08,7.8643e-05,-2.1272e-05,-3.2149e-10,12.508,0.39995,-1.0295e-05,1,216,216,0,0
0.015695,-1.5627e-08,7.866e-05,-2.1315e-05,-3.2672e-10,12.508,0.39326,-1.0463e-05,1,217,217,0,0
0.015774,-1.5363e-08,7.8677e-05,-2.1359e-05,-3.3194e-10,12.509,0.38657,-1.0631e-05,1,218,218,0,0
0.015852,-1.5099e-08,7.8694e-05,-2.1403e-05,-3.3717e-10,12.51,0.37989,-1.0799e-05,1,219,219,0,0
0.015931,-1.4836e-08,7.8712e-05,-2.1447e-05,-3.4239e-10,12.51,0.3732,-1.0968e-05,1,220,220,0,0
0.01601,-1.471e-08,7.8726e-05,-2.1486e-05,-3.5011e-10,12.511,0.36718,-1.1217e-05,1,221,221,0,0
0.016088,-1.4585e-08,7.874e-05,-2.1525e-05,-3.5783e-10,12.511,0.36115,-1.1466e-05,1,222,222,0,0
0.016167,-1.4459e-08,7.8754e-05,-2.1564e-05,-3.6555e-10,12.512,0.35513,-1.1715e-05,1,223,223,0,0
0.016246,-1.4334e-08,7.8768e-05,-2.1603e-05,-3.7327e-10,12.512,0.34911,-1.1964e-05,1,224,224,0,0
0.016325,-1.4209e-08,7.8782e-05,-2.1642e-05,-3.8099e-10,12.512,0.34308,-1.2213e-05,1,225,225,0,0
0.016404,-1.4083e-08,7.8796e-05,-2.1681e-05,-3.8871e-10,12.513,0.33706,-1.2463e-05,1,226,226,0,0
0.016482,-1.3958e-08,7.8811e-05,-2.172e-05,-3.9643e-10,12.513,0.33104,-1.2712e-05,1,227,227,0,0
0.016561,-1.3833e-08,7.8825e-05,-2.1759e-05,-4.0415e-10,12.514,0.32502,-1.2961e-05,1,228,228,0,0
0.01664,-1.3707e-08,7.8839e-05,-2.1798e-05,-4.1187e-10,12.514,0.31899,-1.321e-05,1,229,229,0,0
0.016719,-1.3582e-08,7.8853e-05,-2.1837e-05,-4.1959e-10,12.514,0.31297,-1.3459e-05,1,230,230,0,0
0.016798,-1.3348e-08,7.8864e-05,-2.1872e-05,-4.0638e-10,12.515,0.30757,-1.3032e-05,1,231,231,0,0
0.016877,-1.3113e-08,7.8876e-05,-2.1907e-05,-3.9317e-10,12.515,0.30217,-1.2605e-05,1,232,232,0,0
0.016956,-1.2879e-08,7.8887e-05,-2.1941e-05,-3.7996e-10,12.515,0.29678,-1.2178e-05,1,233,233,0,0
0.017034,-1.2645e-08,7.8898e-05,-2.1976e-05,-3.6675e-10,12.515,0.29138,-1.1752e-05,1,234,234,0,0
0.017113,-1.2411e-08,7.891e-05,-2.2011e-05,-3.5353e-10,12.515,0.28598,-1.1325e-05,1,235,235,0,0
0.017192,-1.2176e-08,7.8921e-05,-2.2045e-05,-3.4032e-10,12.515,0.28058,-1.0898e-05,1,236,236,0,0
0.017271,-1.1942e-08,7.8932e-05,-2.208e-05,-3.2711e-10,12.516,0.27518,-1.0471e-05,1,237,237,0,0
0.01735,-1.1708e-08,7.8943e-05,-2.2115e-05,-3.139e-10,12.516,0.26978,-1.0044e-05,1,238,238,0,0
0.017429,-1.1473e-08,7.8955e-05,-2.2149e-05,-3.0069e-10,12.516,0.26439,-9.6169e-06,1,239,239,0,0
0.017508,-1.1239e-08,7.8966e-05,-2.2184e-05,-2.8748e-10,12.516,0.25899,-9.1899e-06,1,240,240,0,0
0.017587,-1.1105e-08,7.8975e-05,-2.2214e-05,-2.6588e-10,12.516,0.25416,-8.4924e-06,1,241,241,0,0
0.017666,-1.0971e-08,7.8984e-05,-2.2245e-05,-2.4428e-10,12.516,0.24934,-7.7948e-06,1,242,242,0,0
0.017745,-1.0836e-08,7.8993e-05,-2.2275e-05,-2.2268e-10,12.516,0.24452,-7.0972e-06,1,243,243,0,0
0.017824,-1.0702e-08,7.9001e-05,-2.2306e-05,-2.0109e-10,12.516,0.2397,-6.3996e-06,1,244,244,0,0
0.017903,-1.0568e-08,7.901e-05,-2.2337e-05,-1.7949e-10,12.516,0.23487,-5.702e-06,1,245,245,0,0
0.017982,-1.0433e-08,7.9019e-05,-2.2367e-05,-1.5789e-10,12.516,0.23005,-5.0044e-06,1,246,246,0,0
0.018061,-1.0299e-08,7.9028e-05,-2.2398e-05,-1.3629e-10,12.516,0.22523,-4.3068e-06,1,247,247,0,0
0.01814,-1.0165e-08,7.9037e-05,-2.2428e-05,-1.147e-10,12.516,0.2204,-3.6092e-06,1,248,248,0,0
0.018219,-1.003e-08,7.9046e-05,-2.2459e-05,-9.3099e-11,12.515,0.21558,-2.9116e-06,1,249,249,0,0
0.018298,-9.8958e-09,7.9055e-05,-2.2489e-05,-7.1502e-11,12.515,0.21076,-2.214e-06,1,250,250,0,0
0.018377,-9.9919e-09,7.9061e-05,-2.2516e-05,-9.5163e-11,12.515,0.20647,-2.9787e-06,1,251,251,0,0
0.018456,-1.0088e-08,7.9068e-05,-2.2543e-05,-1.1882e-10,12.515,0.20218,-3.7434e-06,1,252,252,0,0
0.018535,-1.0184e-08,7.9074e-05,-2.257e-05,-1.4249e-10,12.515,0.19789,-4.5081e-06,1,253,253,0,0
0.018614,-1.028e-08,7.9081e-05,-2.2596e-05,-1.6615e-10,12.514,0.1936,-5.2728e-06,1,254,254,0,0
0.018694,-1.0376e-08,7.9087e-05,-2.2623e-05,-1.8981e-10,12.514,0.18931,-6.0374e-06,1,255,255,0,0
0.018773,-1.0472e-08,7.9094e-05,-2.265e-05,-2.1347e-10,12.514,0.18502,-6.8021e-06,1,256,256,0,0
0.018852,-1.0568e-08,7.91e-05,-2.2677e-05,-2.3713e-10,12.514,0.18073,-7.5668e-06,1,257,257,0,0
0.018931,-1.0664e-08,7.9107e-05,-2.2704e-05,-2.6079e-10,12.513,0.17644,-8.3315e-06,1,258,258,0,0
0.01901,-1.076e-08,7.9113e-05,-2.273e-05,-2.8446e-10,12.513,0.17216,-9.0961e-06,1,259,259,0,0
0.019089,-1.0856e-08,7.912e-05,-2.2757e-05,-3.0812e-10,12.513,0.16787,-9.8608e-06,1,260,260,0,0
0.019168,-1.1149e-08,7.9124e-05,-2.278e-05,-3.0168e-10,12.512,0.16407,-9.6531e-06,1,261,261,0,0
0.019247,-1.1442e-08,7.9129e-05,-2.2804e-05,-2.9524e-10,12.512,0.16028,-9.4453e-06,1,262,262,0,0
0.019326,-1.1736e-08,7.9134e-05,-2.2827e-05,-2.8879e-10,12.511,0.15648,-9.2376e-06,1,263,263,0,0
0.019406,-1.2029e-08,7.9138e-05,-2.2851e-05,-2.8235e-10,12.511,0.15269,-9.0299e-06,1,264,264,0,0
0.019485,-1.2322e-08,7.9143e-05,-2.2874e-05,-2.7591e-10,12.511,0.1489,-8.8221e-06,1,265,265,0,0
0.019564,-1.2615e-08,7.9148e-05,-2.2897e-05,-2.6947e-10,12.51,0.1451,-8.6144e-06,1,266,266,0,0
0.019643,-1.2908e-08,7.9152e-05,-2.2921e-05,-2.6303e-10,12.51,0.14131,-8.4066e-06,1,267,267,0,0
0.019722,-1.3201e-08,7.9157e-05,-2.2944e-05,-2.5659e-10,12.509,0.13751,-8.1989e-06,1,268,268,0,0
0.019801,-1.3495e-08,7.9162e-05,-2.2967e-05,-2.5015e-10,12.509,0.13372,-7.9911e-06,1,269,269,0,0
0.01988,-1.3788e-08,7.9166e-05,-2.2991e-05,-2.4371e-10,12.508,0.12993,-7.7834e-06,1,270,270,0,0
0.01996,-1.4531e-08,7.9169e-05,-2.3011e-05,-2.1445e-10,12.508,0.12658,-6.8388e-06,1,271,271,0,0
0.020039,-1.5275e-08,7.9172e-05,-2.3031e-05,-1.852e-10,12.507,0.12323,-5.8941e-06,1,272,272,0,0
0.020118,-1.6018e-08,7.9175e-05,-2.3052e-05,-1.5595e-10,12.507,0.11989,-4.9495e-06,1,273,273,0,0
0.020197,-1.6761e-08,7.9178e-05,-2.3072e-05,-1.2669e-10,12.506,0.11654,-4.0049e-06,1,274,274,0,0
0.020276,-1.7505e-08,7.9182e-05,-2.3092e-05,-9.744e-11,12.506,0.11319,-3.0603e-06,1,275,275,0,0
0.020356,-1.8248e-08,7.9185e-05,-2.3112e-05,-6.8186e-11,12.505,0.10985,-2.1156e-06,1,276,276,0,0
0.020435,-1.8992e-08,7.9188e-05,-2.3133e-05,-3.8933e-11,12.505,0.1065,-1.171e-06,1,277,277,0,0
0.020514,-1.9735e-08,7.9191e-05,-2.3153e-05,-9.6791e-12,12.504,0.10315,-2.2637e-07,1,278,278,0,0
0.020593,-2.0479e-08,7.9194e-05,-2.3173e-05,1.9574e-11,12.504,0.099806,7.1826e-07,1,279,279,0,0
0.020672,-2.1222e-08,7.9197e-05,-2.3194e-05,4.8828e-11,12.503,0.096459,1.6629e-06,1,280,280,0,0
0.020752,-2.1877e-08,7.9198e-05,-2.3211e-05,4.8088e-11,12.503,0.093522,1.6384e-06,1,281,281,0,0
0.020831,-2.2533e-08,7.9199e-05,-2.3229e-05,4.7348e-11,12.502,0.090584,1.6139e-06,1,282,282,0,0
0.02091,-2.3188e-08,7.9201e-05,-2.3246e-05,4.6608e-11,12.501,0.087646,1.5893e-06,1,283,283,0,0
0.020989,-2.3843e-08,7.9202e-05,-2.3263e-05,4.5868e-11,12.501,0.084709,1.5648e-06,1,284,284,0,0
0.021068,-2.4499e-08,7.9204e-05,-2.3281e-05,4.5128e-11,12.5,0.081771,1.5403e-06,1,285,285,0,0
0.021148,-2.5154e-08,7.9205e-05,-2.3298e-05,4.4388e-11,12.499,0.078834,1.5158e-06,1,286,286,0,0
0.021227,-2.5809e-08,7.9206e-05,-2.3316e-05,4.3648e-11,12.499,0.075896,1.4912e-06,1,287,287,0,0
0.021306,-2.6465e-08,7.9208e-05,-2.3333e-05,4.2909e-11,12.498,0.072958,1.4667e-06,1,288,288,0,0
0.021385,-2.712e-08,7.9209e-05,-2.3351e-05,4.2169e-11,12.497,0.070021,1.4422e-06,1,289,289,0,0
0.021464,-2.7775e-08,7.9211e-05,-2.3368e-05,4.1429e-11,12.496,0.067083,1.4177e-06,1,290,290,0,0
0.021544,-2.8086e-08,7.9211e-05,-2.3383e-05,4.732e-11,12.496,0.064519,1.6073e-06,1,291,291,0,0
0.021623,-2.8397e-08,7.9211e-05,-2.3398e-05,5.3212e-11,12.495,0.061955,1.7969e-06,1,292,292,0,0
0.021702,-2.8709e-08,7.9211e-05,-2.3413e-05,5.9104e-11,12.494,0.059391,1.9866e-06,1,293,293,0,0
0.021781,-2.902e-08,7.9211e-05,-2.3427e-05,6.4995e-11,12.493,0.056827,2.1762e-06,1,294,294,0,0
0.021861,-2.9331e-08,7.9211e-05,-2.3442e-05,7.0887e-11,12.493,0.054263,2.3658e-06,1,295,295,0,0
0.02194,-2.9642e-08,7.9211e-05,-2.3457e-05,7.6778e-11,12.492,0.051699,2.5555e-06,1,296,296,0,0
0.022019,-2.9953e-08,7.9211e-05,-2.3472e-05,8.267e-11,12.491,0.049135,2.7451e-06,1,297,297,0,0
0.022098,-3.0264e-08,7.9211e-05,-2.3487e-05,8.8562e-11,12.49,0.046571,2.9347e-06,1,298,298,0,0
0.022177,-3.0575e-08,7.9211e-05,-2.3502e-05,9.4453e-11,12.489,0.044006,3.1243e-06,1,299,299,0,0
0.022257,-3.0886e-08,7.9211e-05,-2.3517e-05,1.0035e-10,12.489,0.041442,3.314e-06,1,300,300,0,0
0.022336,-3.1217e-08,7.921e-05,-2.3529e-05,8.6635e-11,12.488,0.039215,2.8702e-06,1,301,301,0,0
0.022415,-3.1548e-08,7.9209e-05,-2.3542e-05,7.2925e-11,12.487,0.036988,2.4265e-06,1,302,302,0,0
0.022494,-3.1879e-08,7.9208e-05,-2.3554e-05,5.9216e-11,12.486,0.03476,1.9827e-06,1,303,303,0,0
0.022573,-3.221e-08,7.9207e-05,-2.3567e-05,4.5506e-11,12.485,0.032533,1.539e-06,1,304,304,0,0
0.022653,-3.2541e-08,7.9206e-05,-2.358e-05,3.1796e-11,12.485,0.030305,1.0952e-06,1,305,305,0,0
0.022732,-3.2872e-08,7.9204e-05,-2.3592e-05,1.8086e-11,12.484,0.028078,6.5145e-07,1,306,306,0,0
0.022811,-3.3203e-08,7.9203e-05,-2.3605e-05,4.3763e-12,12.483,0.025851,2.077e-07,1,307,307,0,0
0.02289,-3.3534e-08,7.9202e-05,-2.3617e-05,-9.3335e-12,12.482,0.023623,-2.3606e-07,1,308,308,0,0
0.022969,-3.3865e-08,7.9201e-05,-2.363e-05,-2.3043e-11,12.481,0.021396,-6.7981e-07,1,309,309,0,0
0.023049,-3.4196e-08,7.92e-05,-2.3642e-05,-3.6753e-11,12.48,0.019169,-1.1236e-06,1,310,310,0,0
0.023128,-3.4589e-08,7.9198e-05,-2.3653e-05,-5.3322e-11,12.479,0.017245,-1.6598e-06,1,311,311,0,0
0.023207,-3.4982e-08,7.9196e-05,-2.3664e-05,-6.9892e-11,12.478,0.015322,-2.1961e-06,1,312,312,0,0
0.023286,-3.5375e-08,7.9194e-05,-2.3674e-05,-8.6461e-11,12.478,0.013399,-2.7324e-06,1,313,313,0,0
0.023365,-3.5768e-08,7.9192e-05,-2.3685e-05,-1.0303e-10,12.477,0.011476,-3.2686e-06,1,314,314,0,0
0.023445,-3.6162e-08,7.919e-05,-2.3695e-05,-1.196e-10,12.476,0.0095528,-3.8049e-06,1,315,315,0,0
0.023524,-3.6555e-08,7.9188e-05,-2.3706e-05,-1.3617e-10,12.475,0.0076296,-4.3412e-06,1,316,316,0,0
0.023603,-3.6948e-08,7.9186e-05,-2.3716e-05,-1.5274e-10,12.474,0.0057065,-4.8775e-06,1,317,317,0,0
0.023682,-3.7341e-08,7.9185e-05,-2.3727e-05,-1.6931e-10,12.473,0.0037833,-5.4137e-06,1,318,318,0,0
0.023761,-3.7734e-08,7.9183e-05,-2.3738e-05,-1.8588e-10,12.472,0.0018601,-5.95e-06,1,319,319,0,0
0.023841,-3.8127e-08,7.9181e-05,-2.3748e-05,-2.0245e-10,12.471,-6.3013e-05,-6.4863e-06,1,320,320,0,0
0.02392,-3.8785e-08,7.9178e-05,-2.3757e-05,-1.8705e-10,12.47,-0.0017076,-5.9898e-06,1,321,321,0,0
0.023999,-3.9443e-08,7.9175e-05,-2.3766e-05,-1.7165e-10,12.469,-0.0033523,-5.4933e-06,1,322,322,0,0
0.024078,-4.0101e-08,7.9172e-05,-2.3774e-05,-1.5625e-10,12.469,-0.0049969,-4.9967e-06,1,323,323,0,0
0.024157,-4.0759e-08,7.917e-05,-2.3783e-05,-1.4085e-10,12.468,-0.0066415,-4.5002e-06,1,324,324,0,0
0.024236,-4.1417e-08,7.9167e-05,-2.3792e-05,-1.2545e-10,12.467,-0.0082861,-4.0037e-06,1,325,325,0,0
0.024316,-4.2075e-08,7.9164e-05,-2.3801e-05,-1.1005e-10,12.466,-0.0099307,-3.5072e-06,1,326,326,0,0
0.024395,-4.2733e-08,7.9162e-05,-2.3809e-05,-9.4653e-11,12.465,-0.011575,-3.0107e-06,1,327,327,0,0
0.024474,-4.3391e-08,7.9159e-05,-2.3818e-05,-7.9254e-11,12.464,-0.01322,-2.5142e-06,1,328,328,0,0
0.024553,-4.4049e-08,7.9156e-05,-2.3827e-05,-6.3855e-11,12.463,-0.014865,-2.0177e-06,1,329,329,0,0
0.024632,-4.4707e-08,7.9154e-05,-2.3835e-05,-4.8456e-11,12.462,-0.016509,-1.5212e-06,1,330,330,0,0
0.024711,-4.5124e-08,7.915e-05,-2.3843e-05,-6.364e-11,12.461,-0.017903,-2.0127e-06,1,331,331,0,0
0.024791,-4.5542e-08,7.9147e-05,-2.385e-05,-7.8824e-11,12.46,-0.019298,-2.5043e-06,1,332,332,0,0
0.02487,-4.5959e-08,7.9143e-05,-2.3857e-05,-9.4007e-11,12.459,-0.020692,-2.9958e-06,1,333,333,0,0
0.024949,-4.6376e-08,7.914e-05,-2.3864e-05,-1.0919e-10,12.458,-0.022086,-3.4874e-06,1,334,334,0,0
0.025028,-4.6794e-08,7.9137e-05,-2.3871e-05,-1.2437e-10,12.457,-0.02348,-3.9789e-06,1,335,335,0,0
0.025107,-4.7211e-08,7.9133e-05,-2.3878e-05,-1.3956e-10,12.456,-0.024875,-4.4705e-06,1,336,336,0,0
0.025186,-4.7629e-08,7.913e-05,-2.3885e-05,-1.5474e-10,12.455,-0.026269,-4.962e-06,1,337,337,0,0
0.025265,-4.8046e-08,7.9127e-05,-2.3892e-05,-1.6993e-10,12.454,-0.027663,-5.4536e-06,1,338,338,0,0
0.025344,-4.8463e-08,7.9123e-05,-2.3899e-05,-1.8511e-10,12.453,-0.029057,-5.9451e-06,1,339,339,0,0
0.025424,-4.8881e-08,7.912e-05,-2.3906e-05,-2.0029e-10,12.453,-0.030452,-6.4367e-06,1,340,340,0,0
0.025503,-4.9159e-08,7.9116e-05,-2.3912e-05,-1.7538e-10,12.452,-0.031633,-5.6328e-06,1,341,341,0,0
0.025582,-4.9437e-08,7.9112e-05,-2.3918e-05,-1.5046e-10,12.451,-0.032814,-4.8289e-06,1,342,342,0,0
0.025661,-4.9715e-08,7.9109e-05,-2.3924e-05,-1.2555e-10,12.45,-0.033996,-4.025e-06,1,343,343,0,0
0.02574,-4.9992e-08,7.9105e-05,-2.3929e-05,-1.0063e-10,12.449,-0.035177,-3.2211e-06,1,344,344,0,0
0.025819,-5.027e-08,7.9101e-05,-2.3935e-05,-7.5717e-11,12.448,-0.036358,-2.4171e-06,1,345,345,0,0
0.025898,-5.0548e-08,7.9097e-05,-2.3941e-05,-5.0802e-11,12.447,-0.037539,-1.6132e-06,1,346,346,0,0
0.025977,-5.0826e-08,7.9093e-05,-2.3946e-05,-2.5887e-11,12.446,-0.038721,-8.0933e-07,1,347,347,0,0
0.026056,-5.1104e-08,7.9089e-05,-2.3952e-05,-9.7212e-13,12.445,-0.039902,-5.426e-09,1,348,348,0,0
0.026136,-5.1382e-08,7.9086e-05,-2.3958e-05,2.3943e-11,12.444,-0.041083,7.9848e-07,1,349,349,0,0
0.026215,-5.166e-08,7.9082e-05,-2.3964e-05,4.8858e-11,12.443,-0.042265,1.6024e-06,1,350,350,0,0
0.026294,-5.2286e-08,7.9077e-05,-2.3968e-05,3.8268e-11,12.442,-0.043254,1.2593e-06,1,351,351,0,0
0.026373,-5.2913e-08,7.9073e-05,-2.3973e-05,2.7678e-11,12.441,-0.044244,9.163e-07,1,352,352,0,0
0.026452,-5.3539e-08,7.9069e-05,-2.3977e-05,1.7087e-11,12.44,-0.045233,5.7325e-07,1,353,353,0,0
0.026531,-5.4166e-08,7.9065e-05,-2.3982e-05,6.4971e-12,12.439,-0.046222,2.302e-07,1,354,354,0,0
0.02661,-5.4792e-08,7.906e-05,-2.3986e-05,-4.0932e-12,12.438,-0.047212,-1.1284e-07,1,355,355,0,0
0.026689,-5.5418e-08,7.9056e-05,-2.399e-05,-1.4683e-11,12.437,-0.048201,-4.5589e-07,1,356,356,0,0
0.026768,-5.6045e-08,7.9052e-05,-2.3995e-05,-2.5274e-11,12.436,-0.049191,-7.9894e-07,1,357,357,0,0
0.026847,-5.6671e-08,7.9048e-05,-2.3999e-05,-3.5864e-11,12.435,-0.05018,-1.142e-06,1,358,358,0,0
0.026926,-5.7298e-08,7.9043e-05,-2.4004e-05,-4.6454e-11,12.434,-0.05117,-1.485e-06,1,359,359,0,0
0.027005,-5.7924e-08,7.9039e-05,-2.4008e-05,-5.7044e-11,12.433,-0.052159,-1.8281e-06,1,360,360,0,0
0.027084,-5.8484e-08,7.9035e-05,-2.4012e-05,-6.7454e-11,12.432,-0.052977,-2.165e-06,1,361,361,0,0
0.027163,-5.9044e-08,7.903e-05,-2.4015e-05,-7.7863e-11,12.431,-0.053795,-2.5019e-06,1,362,362,0,0
0.027242,-5.9604e-08,7.9026e-05,-2.4019e-05,-8.8273e-11,12.43,-0.054613,-2.8387e-06,1,363,363,0,0
0.027321,-6.0164e-08,7.9021e-05,-2.4022e-05,-9.8682e-11,12.429,-0.055431,-3.1756e-06,1,364,364,0,0
0.0274,-6.0724e-08,7.9017e-05,-2.4025e-05,-1.0909e-10,12.428,-0.056249,-3.5125e-06,1,365,365,0,0
0.027479,-6.1284e-08,7.9012e-05,-2.4029e-05,-1.195e-10,12.427,-0.057067,-3.8494e-06,1,366,366,0,0
0.027558,-6.1844e-08,7.9008e-05,-2.4032e-05,-1.2991e-10,12.426,-0.057885,-4.1863e-06,1,367,367,0,0
0.027637,-6.2404e-08,7.9003e-05,-2.4036e-05,-1.4032e-10,12.425,-0.058703,-4.5232e-06,1,368,368,0,0
0.027716,-6.2964e-08,7.8999e-05,-2.4039e-05,-1.5073e-10,12.424,-0.059521,-4.8601e-06,1,369,369,0,0
0.027795,-6.3524e-08,7.8994e-05,-2.4042e-05,-1.6114e-10,12.424,-0.060339,-5.197e-06,1,370,370,0,0
0.027874,-6.4146e-08,7.899e-05,-2.4045e-05,-1.5008e-10,12.423,-0.061011,-4.84e-06,1,371,371,0,0
0.027953,-6.4768e-08,7.8985e-05,-2.4048e-05,-1.3902e-10,12.422,-0.061683,-4.4831e-06,1,372,372,0,0
0.028032,-6.539e-08,7.898e-05,-2.405e-05,-1.2796e-10,12.421,-0.062355,-4.1261e-06,1,373,373,0,0
0.028111,-6.6012e-08,7.8976e-05,-2.4053e-05,-1.169e-10,12.42,-0.063027,-3.7692e-06,1,374,374,0,0
0.02819,-6.6634e-08,7.8971e-05,-2.4055e-05,-1.0584e-10,12.419,-0.063699,-3.4122e-06,1,375,375,0,0
0.028269,-6.7256e-08,7.8967e-05,-2.4058e-05,-9.4776e-11,12.418,-0.064371,-3.0552e-06,1,376,376,0,0
0.028348,-6.7878e-08,7.8962e-05,-2.406e-05,-8.3715e-11,12.417,-0.065043,-2.6983e-06,1,377,377,0,0
0.028427,-6.85e-08,7.8957e-05,-2.4063e-05,-7.2655e-11,12.416,-0.065715,-2.3413e-06,1,378,378,0,0
0.028506,-6.9122e-08,7.8953e-05,-2.4065e-05,-6.1595e-11,12.415,-0.066387,-1.9844e-06,1,379,379,0,0
0.028585,-6.9744e-08,7.8948e-05,-2.4068e-05,-5.0534e-11,12.414,-0.067058,-1.6274e-06,1,380,380,0,0
0.028664,-7.0403e-08,7.8943e-05,-2.407e-05,-4.9117e-11,12.413,-0.067597,-1.5819e-06,1,381,381,0,0
0.028743,-7.1062e-08,7.8939e-05,-2.4071e-05,-4.7699e-11,12.412,-0.068136,-1.5363e-06,1,382,382,0,0
0.028822,-7.1721e-08,7.8934e-05,-2.4073e-05,-4.6282e-11,12.411,-0.068674,-1.4907e-06,1,383,383,0,0
0.028901,-7.238e-08,7.8929e-05,-2.4075e-05,-4.4865e-11,12.41,-0.069213,-1.4452e-06,1,384,384,0,0
0.02898,-7.3039e-08,7.8924e-05,-2.4076e-05,-4.3447e-11,12.409,-0.069751,-1.3996e-06,1,385,385,0,0
0.029059,-7.3698e-08,7.8919e-05,-2.4078e-05,-4.203e-11,12.409,-0.07029,-1.354e-06,1,386,386,0,0
0.029138,-7.4357e-08,7.8915e-05,-2.408e-05,-4.0612e-11,12.408,-0.070828,-1.3085e-06,1,387,387,0,0
0.029217,-7.5016e-08,7.891e-05,-2.4081e-05,-3.9195e-11,12.407,-0.071367,-1.2629e-06,1,388,388,0,0
0.029295,-7.5675e-08,7.8905e-05,-2.4083e-05,-3.7778e-11,12.406,-0.071905,-1.2174e-06,1,389,389,0,0
0.029374,-7.6334e-08,7.89e-05,-2.4085e-05,-3.636e-11,12.405,-0.072444,-1.1718e-06,1,390,390,0,0
0.029453,-7.6637e-08,7.8895e-05,-2.4086e-05,-5.3064e-11,12.404,-0.07287,-1.7114e-06,1,391,391,0,0
0.029532,-7.694e-08,7.8891e-05,-2.4087e-05,-6.9769e-11,12.403,-0.073296,-2.2511e-06,1,392,392,0,0
0.029611,-7.7243e-08,7.8886e-05,-2.4088e-05,-8.6473e-11,12.402,-0.073722,-2.7907e-06,1,393,393,0,0
0.02969,-7.7546e-08,7.8881e-05,-2.4089e-05,-1.0318e-10,12.401,-0.074148,-3.3304e-06,1,394,394,0,0
0.029769,-7.7848e-08,7.8876e-05,-2.409e-05,-1.1988e-10,12.4,-0.074574,-3.87e-06,1,395,395,0,0
0.029848,-7.8151e-08,7.8871e-05,-2.4091e-05,-1.3659e-10,12.4,-0.075001,-4.4097e-06,1,396,396,0,0
0.029927,-7.8454e-08,7.8866e-05,-2.4092e-05,-1.5329e-10,12.399,-0.075427,-4.9493e-06,1,397,397,0,0
0.030005,-7.8757e-08,7.8862e-05,-2.4093e-05,-1.7e-10,12.398,-0.075853,-5.489e-06,1,398,398,0,0
0.030084,-7.906e-08,7.8857e-05,-2.4094e-05,-1.867e-10,12.397,-0.076279,-6.0286e-06,1,399,399,0,0
0.030163,-7.9363e-08,7.8852e-05,-2.4095e-05,-2.034e-10,12.396,-0.076705,-6.5682e-06,1,400,400,0,0
0.030242,-7.9853e-08,7.8847e-05,-2.4096e-05,-1.8715e-10,12.395,-0.077044,-6.043e-06,1,401,401,0,0
0.030321,-8.0344e-08,7.8842e-05,-2.4096e-05,-1.7089e-10,12.394,-0.077382,-5.5177e-06,1,402,402,0,0
0.0304,-8.0835e-08,7.8837e-05,-2.4097e-05,-1.5463e-10,12.393,-0.077721,-4.9924e-06,1,403,403,0,0
0.030478,-8.1325e-08,7.8832e-05,-2.4097e-05,-1.3837e-10,12.392,-0.07806,-4.4671e-06,1,404,404,0,0
0.030557,-8.1816e-08,7.8828e-05,-2.4098e-05,-1.2211e-10,12.392,-0.078399,-3.9418e-06,1,405,405,0,0
0.030636,-8.2307e-08,7.8823e-05,-2.4099e-05,-1.0585e-10,12.391,-0.078737,-3.4165e-06,1,406,406,0,0
0.030715,-8.2797e-08,7.8818e-05,-2.4099e-05,-8.9594e-11,12.39,-0.079076,-2.8912e-06,1,407,407,0,0
